Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
63.txt	1	2295	18.71	40.36	82.94	67.75	2295.00	9.50	90.20	55.25	19.48	13.16	8.19	1.44	2.75	0.31	0.48	6.32	4.36	10.15	10.20	8.41	7.28	2.09	20.22	4.79	3.36	1.61	1.26	3.66	4.88	3.53	1.31	0.17	0.26	0.17	7.97	0.13	0.52	0.17	0.83	13.51	3.09	1.53	1.26	3.97	1.05	4.14	3.66	1.83	0.39	1.22	2.92	0.74	0.52	0.09	1.57	7.76	1.92	0.92	1.61	3.31	0.31	4.05	14.77	1.79	12.85	2.66	4.75	5.49	0.65	1.31	0.57	1.05	0.31	0.09	3.27	0.17	1.35	1.09	0.57	0.13	5.05	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.00	4.66	0.00	0.00
77.txt	1	2232	23.24	65.68	76.62	61.46	2232.00	8.83	89.56	53.76	18.95	12.23	5.91	2.02	3.54	0.49	0.27	6.68	5.24	10.62	10.89	8.33	5.65	2.78	22.67	4.75	2.73	2.11	1.34	2.24	5.91	3.90	2.02	0.45	0.18	0.45	10.39	0.13	0.72	0.36	1.21	9.23	1.48	1.08	0.99	2.46	1.34	2.91	3.27	1.84	0.45	0.76	2.37	0.72	0.45	0.00	1.16	8.69	3.36	0.90	2.02	2.20	0.58	4.12	16.17	2.73	16.53	3.85	8.15	4.93	0.45	2.33	0.99	0.22	0.40	0.09	4.66	0.31	0.81	1.57	1.84	0.04	7.93	0.00	0.04	0.04	0.00	0.00	0.00	0.27	0.00	7.57	0.00	0.00
189.txt	1	2191	18.78	41.69	79.20	75.70	2191.00	11.55	91.05	59.65	20.04	13.10	7.99	1.00	2.56	1.00	0.55	6.89	4.88	12.41	13.60	7.07	7.62	1.87	23.28	3.65	1.78	1.41	1.32	2.46	4.43	3.56	0.87	0.09	0.27	0.09	8.03	0.46	0.09	0.59	0.64	12.55	2.19	1.69	1.51	3.33	1.69	3.74	3.74	2.46	0.27	0.82	2.01	1.14	0.41	0.18	0.23	5.89	1.73	0.68	1.14	2.10	0.50	3.65	16.25	2.60	14.47	2.97	7.12	4.43	1.00	1.69	0.50	0.14	0.14	0.00	1.92	0.09	0.14	0.82	0.78	0.00	6.80	0.14	0.00	0.00	0.00	0.00	0.00	0.18	0.00	6.48	0.00	0.00
228.txt	1	5607	17.63	52.64	72.83	85.39	5607.00	10.27	90.94	58.87	21.13	12.97	7.10	1.89	2.57	0.45	0.96	8.17	5.23	11.08	11.45	7.78	7.60	1.85	21.44	4.55	2.94	1.84	1.32	2.44	5.28	4.32	0.91	0.07	0.27	0.23	8.76	0.14	0.32	0.37	0.59	11.47	2.12	1.37	1.11	2.78	1.32	3.51	3.44	1.85	0.50	0.71	2.34	0.62	0.37	0.04	1.09	7.21	2.50	0.91	1.77	2.44	0.14	4.35	15.34	1.98	13.47	2.87	6.42	4.39	0.84	1.18	0.75	0.48	0.34	0.05	2.89	0.09	0.36	1.27	1.25	0.00	5.17	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	5.03	0.00	0.00
214.txt	1	1487	46.51	66.66	79.57	67.70	1487.00	14.53	88.97	53.19	16.21	10.76	5.25	2.29	1.48	0.94	0.81	5.38	6.12	12.58	9.41	6.12	7.20	1.48	18.83	3.56	2.15	1.14	1.75	2.49	3.43	2.82	0.61	0.00	0.20	0.07	10.49	0.54	0.87	0.87	1.21	8.88	1.41	1.61	1.08	2.02	0.61	3.09	3.36	2.49	0.34	0.27	2.42	0.94	0.47	0.07	0.81	7.46	3.70	0.94	1.82	1.34	0.27	4.24	13.25	1.88	18.22	4.24	8.07	6.12	1.88	1.88	0.81	0.81	0.54	0.34	1.95	0.13	0.13	1.08	0.61	0.07	5.92	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	4.77	0.00	0.40
200.txt	1	629	26.97	72.17	91.54	88.06	629.00	11.61	92.85	57.23	17.65	12.88	6.36	2.07	2.70	1.75	0.00	4.77	5.25	13.67	10.33	9.70	9.70	0.64	23.05	5.56	1.91	1.11	0.48	2.23	4.61	4.13	0.48	0.16	0.00	0.16	11.61	0.00	1.75	0.00	3.18	9.38	1.11	1.59	0.95	2.38	1.11	3.50	3.18	1.43	0.64	0.79	2.38	0.48	0.79	0.00	1.11	9.54	3.97	0.79	3.66	1.75	0.32	2.70	15.90	4.93	20.99	7.15	9.38	5.25	1.11	3.18	0.16	0.00	0.16	0.16	5.41	0.00	2.70	2.07	0.64	0.00	6.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.52	0.00	0.00
216.txt	1	1719	37.97	76.64	58.44	93.70	1719.00	11.93	87.55	55.61	20.07	11.34	4.71	2.50	2.79	0.58	0.76	8.73	6.40	12.45	9.95	6.40	5.64	1.57	19.49	4.42	2.21	1.69	1.80	2.50	5.06	4.71	0.35	0.06	0.06	0.06	10.70	0.29	0.64	0.23	0.99	9.71	2.21	1.22	0.93	2.15	1.22	2.44	2.91	1.69	0.41	0.81	1.45	0.23	0.12	0.00	0.81	8.26	3.49	1.45	2.39	2.04	0.12	2.79	14.60	1.16	14.43	2.85	7.97	3.90	0.76	1.40	0.29	0.23	0.12	0.06	3.08	0.00	0.23	2.04	0.64	0.23	5.58	0.00	0.06	0.00	0.00	0.00	0.00	0.06	0.00	5.47	0.00	0.00
202.txt	1	3151	16.54	74.96	61.72	97.41	3151.00	9.87	92.45	56.30	19.45	12.82	5.93	1.68	2.86	0.92	1.43	6.63	5.40	9.65	10.98	8.70	8.79	1.24	20.50	4.76	2.13	1.94	2.79	2.60	5.93	5.55	0.35	0.00	0.13	0.06	12.00	1.30	0.32	1.17	1.11	11.30	1.78	1.87	1.05	3.11	1.81	2.63	2.70	1.68	0.60	0.32	2.19	1.24	0.38	0.00	0.51	7.58	3.27	0.86	1.30	2.28	0.10	2.19	16.31	2.16	14.41	2.82	5.78	6.16	2.38	1.52	0.51	0.16	0.10	0.10	3.01	0.00	0.83	1.33	0.70	0.03	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	5.46	0.00	0.00
49.txt	1	2178	22.19	66.37	83.95	87.77	2178.00	9.00	92.10	57.39	20.62	11.94	5.92	2.80	2.85	0.09	0.28	8.63	5.83	10.79	10.93	7.48	6.89	1.93	20.75	4.78	2.89	1.47	1.56	2.16	5.37	4.50	0.87	0.00	0.14	0.46	9.83	0.32	1.15	0.32	1.15	9.60	1.38	1.38	0.96	2.02	1.47	3.31	2.34	1.79	0.14	0.32	2.48	0.41	0.32	0.09	1.19	8.63	3.90	0.78	1.97	2.02	0.23	2.94	15.56	2.53	17.40	3.99	8.63	5.00	0.37	1.42	2.25	0.23	0.18	0.00	4.59	0.09	1.61	1.84	1.01	0.09	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	5.74	0.00	0.05
61.txt	1	2194	48.15	85.28	54.90	88.40	2194.00	11.90	89.61	55.42	18.09	11.58	3.69	3.10	3.19	0.46	1.14	6.52	7.06	13.40	10.07	6.61	5.65	1.19	21.97	4.42	2.51	1.96	1.41	2.01	5.79	4.69	1.00	0.05	0.27	0.23	11.94	0.00	0.55	0.05	0.96	11.80	2.46	1.14	2.05	3.46	1.46	2.83	2.73	1.96	0.41	0.36	1.09	0.50	0.32	0.05	0.27	12.81	5.47	2.51	2.60	3.74	0.41	4.42	14.95	2.78	15.27	3.37	7.61	4.69	1.60	2.69	0.23	0.36	0.05	0.00	2.01	0.05	0.46	0.77	0.64	0.05	5.38	0.05	0.00	0.00	0.00	0.00	0.00	0.14	0.00	5.20	0.00	0.00
75.txt	1	3814	28.51	39.55	79.32	84.19	3814.00	11.54	88.20	57.55	17.65	10.70	6.97	1.26	1.10	0.76	0.60	6.95	5.72	12.77	9.75	9.20	8.99	1.34	17.93	4.80	2.88	1.76	0.89	2.62	5.17	4.20	0.89	0.08	0.31	0.26	6.74	0.58	0.21	0.94	0.58	9.99	1.52	1.15	0.87	2.25	1.65	3.20	2.99	1.99	0.31	0.71	2.15	1.07	0.31	0.10	0.42	6.55	2.31	0.97	1.60	2.31	0.05	3.41	12.90	2.44	15.84	2.67	7.03	6.55	0.81	1.23	0.47	0.66	0.08	0.08	1.84	0.24	0.18	0.81	0.55	0.00	5.85	0.03	0.00	0.03	0.00	0.00	0.00	0.37	0.00	5.37	0.00	0.05
160.txt	1	1730	22.08	84.97	48.34	87.32	1730.00	5.66	90.81	56.76	22.54	12.83	4.62	2.02	4.34	1.39	0.46	9.71	5.95	10.29	11.04	7.34	4.39	2.20	23.41	3.53	2.08	2.14	0.92	1.56	5.32	4.45	0.87	0.12	0.17	0.12	13.64	0.40	1.27	1.33	1.91	9.54	1.97	0.75	1.10	2.31	1.39	2.72	3.41	1.50	1.21	0.69	1.97	0.75	0.35	0.00	0.52	8.84	3.18	0.92	1.79	3.01	0.35	2.89	18.38	1.97	13.93	3.29	6.65	4.39	0.52	1.85	0.87	0.06	0.06	0.06	4.45	0.12	1.50	1.39	1.04	0.06	6.94	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	6.76	0.00	0.06
174.txt	1	264	35.35	96.81	41.42	61.69	264.00	10.23	91.29	60.98	20.45	14.02	3.03	5.30	4.92	0.38	0.38	6.44	6.06	15.15	12.50	6.82	6.06	1.14	23.48	3.03	3.41	2.65	0.76	2.27	4.92	3.41	1.52	0.00	0.38	0.38	15.53	0.00	1.52	0.00	2.65	9.09	1.52	1.14	1.89	2.65	1.14	3.03	3.03	1.89	0.00	1.14	1.52	0.38	1.14	0.00	0.00	8.71	5.68	0.38	2.27	0.76	0.00	6.06	14.77	1.14	14.39	3.41	7.20	3.79	1.14	1.52	0.38	0.76	0.00	0.00	2.27	0.00	0.00	1.14	0.38	0.38	4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.92	0.00	0.00
148.txt	1	3173	20.84	46.72	72.29	89.83	1586.50	11.47	88.53	56.82	18.09	12.32	7.47	2.05	1.86	0.57	0.38	5.77	5.14	11.06	9.68	9.52	9.30	1.48	19.63	4.44	2.27	1.64	1.58	2.05	5.92	4.88	1.04	0.16	0.22	0.28	7.72	0.63	0.28	0.82	0.63	9.86	1.48	1.70	1.10	1.61	1.36	3.37	3.47	2.08	0.32	0.82	2.80	1.01	0.41	0.13	0.98	7.78	3.06	1.51	1.42	2.24	0.19	3.66	13.74	2.17	13.90	3.15	5.61	5.48	1.23	1.07	0.44	0.76	0.19	0.09	1.83	0.13	0.28	0.76	0.63	0.03	4.98	0.06	0.00	0.06	0.00	0.00	0.00	0.25	0.00	4.57	0.00	0.03
362.txt	1	1337	8.76	85.93	50.11	97.07	1337.00	11.37	91.85	59.39	21.62	15.03	6.13	4.49	3.29	0.60	0.52	6.58	4.79	9.12	12.34	9.57	8.45	1.42	23.34	3.74	2.02	1.65	0.82	1.80	5.68	5.39	0.30	0.00	0.07	0.07	13.69	0.15	0.75	0.30	1.35	12.04	2.24	1.87	1.42	2.09	2.24	2.99	4.71	1.50	1.94	1.27	1.80	0.82	0.30	0.00	0.15	10.17	6.13	0.82	1.05	2.54	0.15	4.79	15.41	3.07	11.67	2.47	4.41	5.24	0.60	2.47	0.22	0.22	0.30	0.00	5.01	0.15	0.90	1.94	1.80	0.22	6.21	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	5.68	0.00	0.00
363.txt	1	979	11.68	67.70	84.82	83.76	979.00	8.17	92.65	57.00	21.35	14.81	7.05	2.04	4.29	1.02	0.41	6.54	3.37	10.42	10.83	9.81	6.64	2.35	24.11	4.29	2.45	2.04	0.92	3.06	5.52	4.39	1.12	0.00	0.31	0.10	10.62	0.00	1.02	0.00	2.35	9.70	1.53	1.74	1.02	2.04	1.43	2.76	3.17	2.35	0.20	0.51	2.86	0.92	0.31	0.20	1.43	10.32	2.45	0.92	3.17	3.78	0.61	3.88	18.39	3.58	17.88	4.49	7.66	6.13	0.20	1.12	0.20	0.61	0.00	0.20	4.19	0.20	1.63	1.53	0.61	0.10	6.03	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.92	0.00	0.00
149.txt	1	1544	12.52	55.14	61.79	62.61	1544.00	9.20	92.62	59.78	19.17	11.72	5.89	1.81	2.40	1.10	0.52	7.45	4.79	11.01	12.89	9.00	9.13	2.20	23.19	4.66	3.24	1.36	1.30	2.98	5.31	3.63	1.68	0.45	0.19	0.52	9.07	1.10	0.19	1.36	0.52	13.86	2.46	1.30	2.33	4.27	1.88	3.89	2.85	0.91	0.65	0.71	2.07	0.19	0.58	0.06	1.23	6.74	2.66	0.97	1.30	1.75	0.45	3.56	16.84	3.11	13.99	3.43	5.18	5.51	0.78	1.04	1.10	0.19	0.06	0.06	2.85	0.00	0.19	0.91	1.55	0.19	6.54	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	6.22	0.00	0.00
175.txt	1	4105	22.43	36.56	82.06	85.44	4105.00	10.99	87.77	56.93	17.52	10.62	7.41	0.71	1.51	0.34	0.66	6.87	6.11	11.21	10.23	10.30	9.52	0.85	19.51	4.77	2.17	1.39	1.80	2.56	4.53	3.97	0.56	0.10	0.19	0.02	6.24	0.10	0.27	0.32	0.49	10.79	1.49	1.75	1.02	2.78	1.10	3.53	3.63	2.22	0.44	0.85	2.12	1.22	0.27	0.00	0.34	5.90	1.27	0.93	1.61	2.27	0.12	4.38	13.20	2.39	15.44	3.24	6.70	5.70	0.93	1.41	0.49	0.63	0.02	0.00	2.31	0.10	0.73	0.80	0.63	0.02	5.19	0.07	0.00	0.00	0.00	0.00	0.00	0.15	0.00	4.95	0.00	0.02
161.txt	1	1361	17.64	72.16	75.82	93.99	680.50	9.85	92.14	59.00	19.69	12.71	5.00	4.34	1.84	0.81	0.73	6.98	5.00	11.17	9.55	9.18	8.96	2.28	19.76	5.73	3.23	0.81	1.32	2.20	6.61	5.51	1.10	0.15	0.29	0.29	11.32	0.29	0.15	0.73	0.73	9.48	1.47	0.96	0.51	1.40	1.32	4.26	3.09	2.28	0.44	0.29	1.54	0.22	0.15	0.00	0.59	9.48	5.36	0.81	1.76	1.76	0.15	5.88	12.49	1.91	15.80	3.53	6.17	6.39	0.59	1.84	0.44	0.37	0.59	0.15	2.50	0.07	0.44	0.96	0.96	0.07	6.10	0.44	0.00	0.00	0.00	0.00	0.00	0.07	0.00	5.44	0.00	0.15
74.txt	1	2527	18.59	35.48	85.49	57.95	2527.00	10.33	90.90	58.61	21.57	12.78	8.55	0.63	2.30	0.40	0.91	8.79	4.39	12.43	11.08	7.64	7.40	2.14	22.16	3.92	2.73	1.78	2.45	1.78	3.96	2.77	1.07	0.08	0.36	0.20	8.39	0.16	0.47	0.08	1.07	11.95	1.94	1.35	1.70	2.89	1.54	4.08	3.92	2.10	0.75	0.95	0.83	0.44	0.12	0.04	0.24	6.29	1.15	1.42	1.62	2.57	0.12	4.71	15.24	2.26	14.88	2.53	6.21	6.33	1.62	1.31	0.36	0.63	0.08	0.04	2.37	0.28	0.40	0.55	0.95	0.16	6.49	0.00	0.16	0.08	0.00	0.00	0.00	0.24	0.00	5.98	0.00	0.04
60.txt	1	1109	16.59	25.80	90.46	96.26	1109.00	11.81	93.24	61.68	19.39	10.55	8.66	0.63	1.08	0.00	0.18	8.75	5.77	12.71	9.29	12.17	11.27	0.45	18.58	4.87	2.71	1.80	0.90	2.61	5.41	5.14	0.27	0.00	0.00	0.18	4.69	0.09	0.27	0.09	0.09	11.54	1.08	1.44	0.90	2.71	2.80	3.79	2.80	1.89	0.18	0.63	3.43	0.81	0.36	0.18	1.44	7.57	2.16	1.17	1.53	2.80	0.54	1.80	15.06	2.80	16.23	2.80	5.95	7.66	0.99	1.71	0.18	0.00	0.00	0.00	0.90	0.00	0.09	0.45	0.36	0.00	5.41	0.00	0.00	0.00	0.00	0.00	0.00	0.63	0.00	4.78	0.00	0.00
48.txt	1	287	27.39	82.66	58.56	98.31	287.00	9.41	91.64	56.79	19.51	12.20	4.53	2.09	4.88	0.00	0.70	7.32	5.57	11.15	12.20	7.67	3.83	2.44	21.95	4.88	1.74	2.44	1.74	2.09	9.06	7.32	1.74	0.70	0.00	0.70	12.20	0.00	0.35	0.70	0.70	8.36	1.74	1.05	1.05	1.74	1.39	2.44	3.83	2.79	1.05	0.00	1.39	0.70	0.00	0.00	0.70	5.23	3.14	0.35	0.70	1.05	0.35	3.14	17.77	1.39	14.63	3.14	8.36	3.14	0.35	3.48	0.35	0.35	0.00	0.00	3.48	0.35	0.00	1.74	1.05	0.00	3.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.14	0.00	0.00
203.txt	1	1607	13.46	60.32	74.18	88.80	1607.00	11.01	90.79	58.74	19.42	13.01	6.72	2.36	2.05	1.24	0.62	6.41	5.10	10.83	12.51	8.59	9.40	1.99	22.28	4.67	1.62	1.43	1.37	2.18	5.66	4.67	0.93	0.12	0.19	0.31	11.82	0.56	1.43	0.75	2.05	11.70	1.87	1.31	1.49	1.87	1.87	4.36	2.30	1.06	0.50	0.68	2.74	1.62	0.50	0.62	0.56	8.21	3.73	1.49	1.37	1.80	0.25	5.60	14.13	2.86	14.69	3.92	6.16	4.73	0.75	2.55	0.44	0.75	0.06	0.19	3.36	0.56	0.50	1.49	0.62	0.06	6.78	0.00	0.06	0.00	0.00	0.00	0.00	0.37	0.00	6.35	0.00	0.00
217.txt	1	1496	18.69	48.13	83.34	87.59	1496.00	14.37	90.17	58.36	19.39	12.77	7.62	1.34	2.61	0.40	0.80	6.62	3.88	12.63	11.63	8.62	8.42	1.40	20.92	4.34	1.47	2.14	1.54	1.54	4.95	4.28	0.67	0.13	0.00	0.13	8.09	0.27	0.74	0.40	0.80	11.70	1.47	2.21	1.00	3.14	1.60	3.48	3.74	1.67	0.33	1.27	2.54	1.07	0.87	0.00	0.47	7.35	2.21	1.00	1.54	2.34	0.47	3.34	14.97	2.34	15.64	2.87	7.15	5.75	0.80	1.47	0.80	0.27	0.20	0.00	1.47	0.00	0.20	0.47	0.60	0.13	5.35	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	5.15	0.00	0.00
213.txt	1	1449	35.76	76.56	67.19	92.22	1449.00	12.15	90.27	54.93	16.98	9.32	3.04	4.00	1.79	0.28	0.21	7.52	5.87	11.87	10.35	8.56	5.24	2.21	20.84	4.69	2.55	1.52	1.73	3.11	7.73	5.94	1.79	0.07	0.41	0.35	9.39	0.14	0.41	0.28	0.76	11.94	2.14	1.10	2.07	3.38	1.79	2.62	2.42	0.90	0.28	0.90	0.83	0.07	0.14	0.14	0.28	10.49	5.04	1.79	1.66	2.42	0.83	3.38	14.08	3.31	18.22	4.83	8.90	5.38	0.90	0.62	0.28	0.07	0.00	0.21	3.31	0.07	0.07	2.55	0.41	0.07	5.59	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	5.38	0.00	0.00
207.txt	1	612	9.47	89.27	70.22	87.44	612.00	12.25	92.81	60.95	21.90	13.07	4.08	4.25	4.41	0.00	0.33	8.82	5.23	9.64	14.54	8.01	7.52	1.80	24.84	5.23	3.76	2.78	0.98	2.61	4.58	4.08	0.49	0.16	0.16	0.00	14.05	0.00	1.14	0.00	0.65	13.89	2.61	2.78	2.29	2.94	1.14	4.08	3.43	1.96	0.82	0.49	0.33	0.16	0.00	0.00	0.00	9.64	5.39	1.80	1.47	1.63	0.16	3.43	17.16	2.61	15.69	4.74	5.72	5.56	0.82	1.47	0.00	0.00	0.16	0.00	2.61	0.33	1.14	0.98	0.33	0.16	6.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.37	0.00	0.00
64.txt	1	1125	17.96	51.07	73.18	85.07	1125.00	10.31	92.80	56.80	18.84	11.82	6.13	0.62	4.44	0.09	0.53	7.02	5.51	10.58	12.71	8.36	7.20	2.31	23.11	4.98	3.11	1.69	1.96	2.13	7.11	5.24	1.87	0.18	0.18	0.53	8.18	0.09	0.27	0.18	0.36	12.89	2.58	1.78	1.69	2.67	1.42	4.44	7.11	4.36	0.53	1.96	2.84	1.69	0.80	0.09	0.27	5.24	0.89	0.89	1.42	2.04	0.27	3.11	17.07	2.22	13.33	2.40	6.58	4.53	0.53	1.42	0.62	0.09	0.18	0.00	4.80	0.09	0.36	3.56	0.44	0.00	6.76	0.00	0.00	0.00	0.00	0.00	0.00	0.62	0.00	5.96	0.00	0.18
70.txt	1	500	43.47	86.87	52.67	95.99	500.00	10.40	89.80	52.40	19.00	11.00	3.40	5.00	1.40	0.40	0.80	8.00	6.20	11.00	11.20	5.40	3.60	0.80	23.20	6.40	1.40	2.40	1.40	3.40	9.20	7.00	2.20	0.40	0.40	1.00	10.40	0.00	1.00	0.40	0.40	8.60	1.40	0.40	1.40	2.80	1.80	1.40	1.60	0.80	0.20	0.40	2.00	0.60	0.20	0.00	1.20	11.60	6.00	1.80	1.40	3.40	0.00	4.80	15.60	1.20	17.00	5.40	6.80	4.80	0.20	2.40	0.20	0.60	0.20	0.00	4.80	0.00	0.20	3.20	1.40	0.00	5.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.60	0.00	0.00
58.txt	1	2225	22.74	39.53	94.51	75.76	2225.00	12.49	90.70	56.76	17.26	11.55	7.78	1.44	1.66	0.49	0.18	5.71	5.44	11.64	10.20	9.75	9.44	1.39	19.87	3.37	1.53	1.21	1.66	2.61	4.04	3.33	0.63	0.00	0.09	0.13	7.19	0.09	0.45	0.13	0.81	12.27	1.98	2.02	1.03	2.88	2.02	3.78	3.24	1.89	0.40	0.94	2.16	0.76	0.36	0.00	0.85	6.88	2.47	1.35	1.57	1.62	0.36	4.94	12.45	3.15	18.61	4.36	7.78	6.88	1.39	1.84	0.72	0.13	0.04	0.00	3.01	0.00	1.26	1.12	0.45	0.09	5.71	0.00	0.00	0.09	0.00	0.00	0.00	0.40	0.00	5.17	0.00	0.04
159.txt	1	2582	14.80	42.17	85.04	74.77	2582.00	11.35	92.37	60.96	20.29	12.55	6.93	1.36	2.44	1.32	0.50	7.75	5.11	12.04	11.00	8.99	9.57	2.44	21.84	3.37	1.74	1.47	2.29	2.40	4.57	3.56	0.93	0.12	0.35	0.19	9.02	0.23	0.08	1.12	0.46	12.51	2.01	1.20	1.39	2.52	1.51	5.31	2.90	1.74	0.46	0.66	1.36	0.70	0.19	0.00	0.39	7.09	1.98	1.05	1.70	2.44	0.23	4.45	15.07	2.32	15.69	2.83	6.78	6.39	2.21	1.47	1.01	0.39	0.15	0.19	1.59	0.12	0.15	0.74	0.46	0.00	6.58	0.04	0.00	0.08	0.00	0.00	0.00	0.08	0.00	6.35	0.00	0.04
165.txt	1	2472	16.13	25.34	79.62	84.83	2472.00	11.29	91.14	58.98	19.90	12.34	8.66	1.13	1.01	1.33	0.20	7.56	4.85	11.89	11.25	9.59	8.37	1.98	20.67	4.41	2.91	1.86	1.38	2.22	5.10	4.21	0.85	0.20	0.12	0.04	6.43	0.16	0.61	0.20	1.66	12.34	1.62	1.58	1.58	2.55	1.46	4.53	4.00	2.31	0.97	0.57	2.79	1.13	0.32	0.08	1.09	6.92	2.18	1.21	1.90	1.86	0.16	4.13	14.04	2.22	14.08	2.31	6.35	5.62	1.33	1.74	0.81	0.65	0.12	0.08	1.62	0.04	0.44	0.69	0.40	0.00	6.03	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	5.87	0.00	0.00
171.txt	1	2887	24.56	48.75	81.72	80.89	1443.50	11.95	89.23	57.74	19.88	10.98	6.06	0.94	3.05	0.38	0.55	8.87	5.23	12.16	11.08	7.69	7.03	1.84	20.89	4.47	3.08	1.63	2.01	2.11	4.85	3.95	0.90	0.17	0.14	0.28	7.20	0.03	0.24	0.07	0.55	11.85	2.04	1.11	1.70	2.94	1.63	3.39	3.50	1.73	0.83	0.69	1.32	0.69	0.38	0.00	0.21	6.17	1.59	1.07	1.80	1.84	0.28	3.74	15.31	2.11	17.01	2.56	8.07	6.62	0.76	2.18	0.55	0.28	0.10	0.00	2.25	0.21	0.42	0.66	0.94	0.10	5.68	0.14	0.00	0.07	0.00	0.00	0.00	0.10	0.00	5.37	0.00	0.00
367.txt	1	1330	5.71	53.91	81.89	77.06	1330.00	9.70	92.48	57.82	20.60	13.01	7.67	1.95	2.48	0.68	0.23	7.59	3.98	8.35	12.78	10.75	8.72	2.11	24.66	4.06	1.80	1.88	0.60	1.88	5.94	4.36	1.58	0.00	0.38	0.38	11.05	0.98	1.43	0.90	2.03	12.93	2.48	1.43	1.58	3.08	1.05	4.66	2.86	1.58	0.45	0.60	2.11	0.45	0.30	0.08	1.28	6.62	2.93	1.20	1.35	1.50	0.23	3.91	18.05	3.38	13.91	4.29	5.19	4.74	0.60	1.20	0.75	0.38	0.23	0.08	4.21	0.08	1.65	1.50	0.98	0.30	7.22	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	7.14	0.00	0.00
366.txt	1	2724	14.61	62.12	82.69	67.40	2724.00	9.58	92.07	58.41	20.52	13.58	7.49	0.77	4.04	0.84	0.44	6.90	4.96	11.05	13.14	8.41	6.90	2.28	24.08	3.63	2.90	2.13	1.32	1.91	5.03	3.60	1.40	0.33	0.18	0.29	11.97	0.00	1.06	0.22	1.73	11.09	1.91	0.99	1.40	3.78	0.99	3.89	4.70	2.94	1.14	0.51	1.80	0.66	0.84	0.04	0.15	5.25	2.02	1.03	0.88	1.43	0.22	4.11	17.47	2.50	15.60	3.08	7.82	5.07	0.70	1.40	0.44	0.11	0.07	0.07	5.14	0.04	1.17	2.35	1.51	0.22	7.27	0.04	0.00	0.00	0.00	0.00	0.00	0.15	0.00	7.09	0.00	0.00
170.txt	1	2757	12.94	49.85	80.96	66.29	1378.50	9.47	92.13	57.82	21.00	12.55	7.22	1.56	2.94	0.18	0.65	8.41	3.88	11.10	11.82	9.10	6.96	2.39	24.19	3.99	1.81	2.18	1.12	2.54	5.48	3.81	1.67	0.11	0.65	0.33	8.85	0.33	0.51	0.18	1.02	12.62	2.47	1.38	1.09	3.92	1.52	3.34	3.01	1.56	0.76	0.47	1.52	0.62	0.25	0.18	0.44	7.69	2.39	1.23	1.74	2.43	0.22	3.41	17.48	3.08	14.51	4.32	6.02	4.46	0.73	1.63	1.02	0.33	0.22	0.07	4.03	0.44	0.33	1.31	1.60	0.29	6.64	0.07	0.00	0.04	0.00	0.00	0.00	0.04	0.00	6.42	0.00	0.07
164.txt	1	3355	21.08	50.95	79.72	71.14	3355.00	10.55	93.47	59.52	21.46	13.86	8.41	1.10	3.55	0.33	0.48	7.57	5.16	12.94	11.54	7.21	7.36	2.27	22.09	3.90	3.01	1.31	1.37	1.97	3.93	3.16	0.75	0.09	0.12	0.15	9.93	0.15	0.92	0.33	1.01	11.36	1.82	1.25	1.94	2.98	1.46	3.61	3.82	1.76	1.52	0.39	2.00	0.69	0.75	0.06	0.48	6.32	1.94	0.77	1.64	2.12	0.24	4.38	15.44	2.32	14.43	2.89	6.17	5.31	2.95	2.92	0.39	0.24	0.12	0.03	2.32	0.06	0.45	1.07	0.51	0.18	6.50	0.06	0.00	0.00	0.00	0.00	0.00	0.18	0.00	6.23	0.00	0.03
